Post ID,gpt-4.1-mini_stance
1866232585497538734,0
1866232528354328931,0
1866232523094642800,0
1866232510163964015,0
1866232496293064865,0
1866232482686796002,0
1866232474189148414,0
1866232423719260578,0
1866232422410383829,0
1866232419558318265,1
1866232410045919493,0
1866232397110644971,1
1866232396036628592,0
1866232344799068457,0
1866232337458921872,0
1866232333344358479,1
1866232319528358092,1
1866232319415030139,0
1866232298003148808,0
1866232252478414929,1
1866232240491147298,1
1866232235747054013,0
1866232215971283143,0
1866232202272403753,0
1866232196601610709,0
1866232128419295666,0
1866232120370196761,0
1866232108500615673,0
1866232086262394903,-1
1866232049105010897,1
1866232044830838861,0
1866232028187750749,0
1866232011201106249,1
1866231923691122847,0
1866231838756270266,1
1866231821781836207,1
1866231793289982193,1
1866231770674602476,0
1866231756505907468,1
1866231715540205887,-1
1866231711975059769,0
1866231707134988586,0
1866231683952890280,1
1866231674851270675,0
1866231674419167360,0
1866231665489498612,0
1866231659248472473,-1
1866231648624533853,0
1866231628797714853,0
1866231613295870383,0
1866231602592002286,0
1866231561160622254,0
1866231556102103254,0
1866231529975820582,1
1866231521192927413,0
1866231508358594951,1
1866231491895955695,0
1866231488406044979,0
1866231485315129686,0
1866231478017052803,0
1866231472698331367,0
1866231442675745148,0
1866231438426677268,0
1866231415320563896,0
1866231395036913743,0
1866231398073254272,0
1866231359385264225,0
1866231357577277668,0
1866231327579619361,0
1866231325826388218,0
1866231314875113909,0
1866231314388496461,0
1866231271434694963,1
1866231263763308734,1
1866231222965252562,1
1866231226547490960,0
1866231222160277633,0
1866231207371166058,0
1866231201637290222,-1
1866231203189104776,1
1866231193915506949,0
1866231173476708482,1
1866231144875798941,-1
1866231109979435295,0
1866231110038127020,-1
1866231109383831829,0
1866231098448970045,0
1866231095055851617,0
1866231091927085442,-1
1866231066991981007,0
1866231057835757722,0
1866231053729304884,0
1866231052609429582,0
1866231023362834878,0
1866230991297056782,0
1866230971000922215,0
1866230962654519573,0
1866230948888707546,0
1866230934778904737,0
1866230925711040725,0
1866230909713928366,0
1866230906236854280,0
1866230881729253875,1
1866230868240486625,1
1866230840046534771,0
1866230830022230374,1
1866230824141717833,0
1866230817577427032,0
1866230797264441847,1
1866230782513066302,0
1866230752511508735,0
1866230743371837667,1
1866230720596738069,0
1866230695489634664,0
1866230691564015684,0
1866230692788519314,0
1866230623368778188,0
1866230573863215429,0
1866230572533903535,0
1866230544503132242,0
1866230543488372895,0
1866230491801612365,1
1866230461313278334,0
1866230450290569463,0
1866230432842625105,0
1866230416660709378,1
1866230357332255187,0
1866230344480903209,1
1866230344925815003,0
1866230332527104135,0
1866230315129389209,-1
1866230304127779248,1
1866230294476623893,0
1866230282485203304,0
1866230276218814650,1
1866230246481207536,1
1866230231134339132,0
1866230229871575375,0
1866230211920146464,0
1866230164222320866,1
1866230130378440745,1
1866230115950039084,0
1866230110422208803,0
1866230078620742006,0
1866230077219832053,0
1866230062388859201,0
1866230055782822280,0
1866230054096871871,0
1866230030432342238,0
1866230003748499635,0
1866230005963092034,-1
1866229984768995532,0
1866229967408779364,1
1866229954704207968,0
1866229944017445323,1
1866229944319095175,0
1866229933019714032,1
1866229892872097937,0
1866229873150460381,1
1866229854636523957,0
1866229841067905235,1
1866229832197226587,0
1866229827503558799,0
1866229825851068837,0
1866229828904448319,0
1866229813234536948,0
1866229786340987198,1
1866229770616508605,0
1866229751683367376,0
1866229731823337679,0
1866229724541829596,0
1866229709123567740,0
1866229675296509999,0
1866229645500162066,0
1866229648730001786,0
1866229637325705630,1
1866229612671578205,0
1866229567788290523,0
1866229525077754359,0
1866229523525632442,0
1866229513073434946,-1
1866229497575698654,0
1866229491737231529,1
1866229485588169150,0
1866229480886325466,1
1866229448217186425,0
1866229444458778920,0
1866229430764671252,0
1866229376989188295,0
1866229364511117648,0
1866229367367737625,0
1866229354046366036,1
1866229324598428072,0
1866229275432526056,0
1866229270122541114,0
1866229265190076419,0
1866229262606569628,0
1866229251663360132,0
1866229199016480937,0
1866229197749776520,0
1866229200262238378,0
1866229180909945334,0
1866229179617812587,-1
1866229176908566632,0
1866229167601094828,0
1866229166468714692,1
1866229150941331647,-1
1866229131374969334,0
1866229114094440619,0
1866229109178732694,0
1866229093278294180,1
1866229087821275284,-1
1866229067730633180,0
1866229042224992549,1
1866229038379114777,0
1866229035879047422,0
1866229022151291209,0
1866229011292270785,1
1866229001708044533,0
1866229002953691448,0
1866228992858087586,0
1866228987644805271,0
1866228984645918890,1
1866228966102557123,1
1866228955046461559,0
1866228939431297327,0
1866228933710000128,0
1866228888478622120,1
1866228889497776530,0
1866228843721461910,0
1866228835999773097,1
1866228824762929631,0
1866228798246797668,1
1866228778319688102,1
1866228751681613869,1
1866228740008579297,0
1866228728684044710,0
1866228724485787733,0
1866228719276220925,0
1866228705938292766,-1
1866228702276689952,-1
1866228699768488233,0
1866228697079918938,0
1866228677651972325,0
1866228670651834484,0
1866228662023930349,0
1866228660501393743,0
1866228659230576850,0
1866228562992185441,0
1866228544260526345,0
1866228537604104455,0
1866228503307305429,0
1866228500480626744,0
1866228491168977393,0
1866228483300421806,0
1866228401306312862,0
1866228391000826100,0
1866228384382218609,1
1866228380485435393,0
1866228365461491874,0
1866228361028051064,0
1866228356368212221,-1
1866228350080987329,0
1866228346503454990,0
1866228331118829664,0
1866228325641068652,1
1866228327457136706,-1
1866228255394558116,0
1866228247849316442,0
1866228224365400369,0
1866228225308819850,1
1866228211400487109,0
1866228206879334710,0
1866228196863021438,0
1866228188940001560,0
1866228165107921034,0
1866228165615534588,0
1866228134108131613,0
1866228123982803359,0
1866228113794855364,0
1866228039278793053,0
1866228034824708588,0
1866228025257574522,0
1866228023881880037,0
1866228020056633454,0
1866227994328551660,0
1866227991422111997,0
1866227958933012801,0
1866227954419634351,1
1866227935688151416,0
1866227908840427977,0
1866227891652174206,0
1866227885029347813,1
1866227868042207464,1
1866227852129038419,0
1866227852938547304,0
1866227837969269229,0
1866227818688057367,0
1866227796789367264,0
1866227794084077830,0
1866227772453961743,0
1866227770487091600,1
1866227749662441568,1
1866227743576260876,0
1866227727566553151,0
1866227716753887276,0
1866227716644610290,0
1866227690552074465,1
1866227622830542908,0
1866227576341213537,0
1866227561623343110,1
1866227468706754891,0
1866227472645206298,1
1866227462708797442,1
1866227459932524750,1
1866227446573302257,0
1866227433776792040,0
1866227378579750924,1
1866227358065463717,0
1866227329019899958,0
1866227314784084247,0
1866227287047250365,0
1866227268676403223,0
1866227263378796722,1
1866227230507999240,0
1866227183481725045,0
1866227169287930219,0
1866227144155955358,1
1866227138753384831,1
1866227116322251152,-1
1866227104481722397,0
1866227106717331857,0
1866227094696743171,1
1866227085867688396,1
1866227053043093747,1
1866227046801883354,0
1866227040531415283,0
1866227003386409061,0
1866226978191266251,0
1866226979734778293,0
1866226968221589977,0
1866226959107207369,1
1866226949456310351,0
1866226942590189998,0
1866226942770393468,0
1866226938810958003,0
1866226902408601832,0
1866226879725969609,0
1866226878010318894,0
1866226860457345251,0
1866226838801957180,0
1866226825820565590,0
1866226816412786714,0
1866226802898657760,-1
1866226779918348784,0
1866226766215565450,0
1866226739124547627,0
1866226737019081035,0
1866226680185880891,0
1866226667406115118,0
1866226658149081429,0
1866226646870532435,0
1866226640130359305,0
1866226631934697509,0
1866226624053854345,1
1866226610841755999,1
1866226606554914995,0
1866226550393180561,1
1866226545909715263,0
1866226545796247633,0
1866226521481896147,0
1866226472626630868,0
1866226463701127515,0
1866226464594538516,0
1866226452762673481,1
1866226437746798971,-1
1866226416859128302,0
1866226401302770073,0
1866226399263994357,0
1866226394881225183,-1
1866226364799475829,0
1866226330771009553,0
1866226300974739547,0
1866226260591968632,1
1866226254544081012,0
1866226251792253412,1
1866226243458506809,0
1866226194519298430,0
1866226195697950905,0
1866226192778490020,0
1866226176282480962,0
1866226137547801005,1
1866226135333577117,0
1866226128979099838,1
1866226123194994762,0
1866226116249141570,0
1866226101556543927,1
1866226098272366647,0
1866226095483203858,0
1866226086108922183,0
1866226080668885359,0
1866226033218994210,-1
1866226020212470235,0
1866226003091116111,0
1866225988990107683,1
1866225953086775469,1
1866225947944308835,1
1866225949110411737,0
1866225943813222704,0
1866225919729254531,1
1866225907456790792,0
1866225906647502897,0
1866225896635633709,1
1866225895440293954,0
1866225880504135915,0
1866225880923602969,0
1866225816872652893,0
1866225805732270289,-1
1866225807594578356,1
1866225804281077982,0
1866225786979746153,0
1866225789412262099,0
1866225781677920280,0
1866225763391004849,0
1866225761038033311,1
1866225747330740267,0
1866225735264092671,0
1866225704322441290,0
1866225693501043122,-1
1866225679559176384,0
1866225626140545112,1
1866225614996291734,0
1866225586982519216,0
1866225580011892783,0
1866225573699154090,0
1866225564152910130,0
1866225547413762406,0
1866225530733015043,0
1866225530565259588,1
1866225524072210551,0
1866225498361303394,1
1866225500730819013,0
1866225488450207792,0
1866225461359243398,0
1866225427121140114,1
1866225422653899005,0
1866225415427404042,0
1866225389175247353,1
1866225382732558762,0
1866225341175308537,0
1866225314449195445,0
1866225309064024565,0
1866225258518188085,0
1866225246443012232,1
1866225241480896900,0
1866225232823935381,0
1866225204881424787,1
1866225187575787841,-1
1866225170186166377,0
1866225162351202411,1
1866225153946034526,1
1866225151119134946,0
1866225064196333783,0
1866225057212547230,0
1866225042322768334,0
1866225037440938313,1
1866225032092901630,1
1866224983346737292,0
1866224969937539422,1
1866224967672615022,-1
1866224945988059208,0
1866224920323379601,0
1866224901042090115,1
1866224870884855958,0
1866224867147997672,0
1866224826974695487,1
1866224775124693346,-1
1866224761975550192,0
1866224734087610752,0
1866224717989830657,0
1866224652608999754,0
1866224654203203863,0
1866224635949330943,-1
1866224613254123767,-1
1866224608442990630,0
1866224602357133338,1
1866224592047517721,-1
1866224594065178674,0
1866224591204409656,0
1866224579913396513,0
1866224545113292885,-1
1866224508559863862,1
1866224504290292210,0
1866224483100422565,0
1866224477761335407,0
1866224473013383317,0
1866224467996729693,0
1866224426653806701,0
1866224414834184629,0
1866224411822485840,0
1866224406294413751,0
1866224397972861368,0
1866224390557311340,0
1866224373817803162,1
1866224370974445981,-1
1866224360186315222,0
1866224339764285622,-1
1866224337717792816,0
1866224310056005861,0
1866224282218508356,0
1866224284487553308,0
1866224281429983233,0
1866224256482181233,0
1866224217521565773,0
1866224196470145122,0
1866224189473956151,0
1866224184680214550,0
1866224182737961000,0
1866224099929866486,-1
1866224065913946441,0
1866224031088730586,0
1866224005851836906,0
1866223983743434816,0
1866223896615137667,0
1866223884779057236,0
1866223841003114658,0
1866223833901932809,0
1866223791250239741,0
1866223741979459833,1
1866223737391255856,0
1866223738212991266,0
1866223732886208984,0
1866223678884565028,0
1866223678742307228,0
1866223675260997642,1
1866223653668700584,1
1866223622853116226,0
1866223594012860574,0
1866223560362168759,0
1866223549012468050,0
1866223544151232887,0
1866223484415680644,0
1866223454308966537,0
1866223400139768200,0
1866223401523916818,0
1866223385623114206,1
1866223320057983393,-1
1866223255050445215,0
1866223220401316295,0
1866223187274670539,0
1866223174733488166,0
1866223145822110149,0
1866223134418125227,1
1866223108182405269,1
1866223098879734030,0
1866223097063383321,0
1866223092034359317,0
1866223052016730190,-1
1866223047771877856,0
1866223043762336174,0
1866223003606102053,0
1866222991601696979,0
1866222978867843078,1
1866222955954414024,1
1866222931422109824,0
1866222909766652164,0
1866222911570231595,0
1866222912069308432,0
1866222889164267844,0
1866222885875916945,0
1866222873980850454,0
1866222841298837585,0
1866222817244569610,0
1866222774517145729,0
1866222766019453160,0
1866222761967767687,0
1866222756465119546,0
1866222733081640971,0
1866222695056343368,0
1866222653188473086,0
1866222635363012872,1
1866222616123691378,1
1866222613514903651,0
1866222615591067885,1
1866222607500001366,0
1866222599660855566,0
1866222579888877992,0
1866222552286109930,1
1866222535945179257,0
1866222510842253605,0
1866222498280362084,0
1866222480840433680,0
1866222477527195685,0
1866222465833185431,0
1866222454172991630,-1
1866222439752986909,0
1866222433713451152,0
1866222428256412123,1
1866222426540962250,0
1866222406584713497,0
1866222395113017441,0
1866222379380384245,0
1866222348728492325,0
1866222338691502556,0
1866222330801729888,0
1866222330600456403,1
1866222323377782941,0
1866222322358600091,0
1866222326137647364,0
1866222314519425314,0
1866222313215307921,0
1866222313651183969,1
1866222282714370381,0
1866222261520486470,1
1866222260572561650,1
1866222249239363918,1
1866222249482818021,0
1866222245292519497,0
1866222226632069151,0
1866222221036794111,0
1866222197154435356,0
1866222190330568850,0
1866222169379786924,1
1866222146428518888,0
1866222143178244229,0
1866222144964702465,0
1866222125553786935,0
1866222102585528411,0
1866222102199800120,0
1866222092716212413,0
1866222077214109758,0
1866222048399307238,0
1866222043911303245,0
1866221989653831860,0
1866221942161781200,0
1866221918761685263,1
1866221914688979452,0
1866221907470676104,0
1866221883286294677,0
1866221844904255498,0
1866221843189010483,0
1866221835013980418,1
1866221830505148762,0
1866221817716785569,-1
1866221813631521019,0
1866221798796259379,0
1866221787564110284,0
1866221777120055480,1
1866221763832549619,0
1866221757842997570,0
1866221755117002909,1
1866221746572976344,0
1866221744320630869,1
1866221740407541895,0
1866221713802830255,0
1866221707909849307,0
1866221696111219000,0
1866221693934731594,0
1866221657742065664,0
1866221649063759900,0
1866221613764706768,1
1866221565219586276,0
1866221547356070198,0
1866221538758066588,0
1866221496739508429,0
1866221486060847415,0
1866221472282210524,0
1866221467706302496,0
1866221451461693728,0
1866221451738837497,0
1866221418385403909,0
1866221351742443707,0
1866221262030193004,1
1866221232636780697,0
1866221218879377423,0
1866221210830553114,0
1866221208020074567,0
1866221152496181316,1
1866221148670976259,0
1866221132803891547,1
1866221134431322540,0
1866221122200457303,0
1866221120409509938,0
1866221118119707030,1
1866221114399031518,0
1866221113459479007,1
1866221088222617640,0
1866221052730200383,0
1866221049857335373,1
1866221030630740071,1
1866221032807240046,0
1866221023777239441,0
1866220997940216240,0
1866220990751178796,0
1866220974607335934,0
1866220971230941285,1
1866220956752204160,0
1866220950150402300,1
1866220933683286089,0
1866220903945617446,0
1866220885016998338,0
1866220884047896760,0
1866220885738492109,-1
1866220874229264472,0
1866220851714293862,1
1866220847041569270,0
1866220836975452343,0
1866220822786101450,0
1866220813856440675,0
1866220748467290481,0
1866220739268857869,0
1866220737423438230,0
1866220705106608341,0
1866220696075981213,0
1866220690396815365,0
1866220682591211940,0
1866220684927521246,-1
1866220684445429848,-1
1866220662014230552,1
1866220652379931053,0
1866220649884401668,1
1866220619827909083,0
1866220590480126362,1
1866220541331616209,0
1866220537556476200,0
1866220535366992175,0
1866220525288145329,0
1866220517809951011,1
1866220481667268834,1
1866220480753000647,0
1866220477082927445,1
1866220446720663816,0
1866220408682185189,1
1866220394354815191,1
1866220387216052408,0
1866220387660705838,0
1866220380915990618,0
1866220351711051792,0
1866220337601589390,0
1866220334161989788,0
1866220330282541280,0
1866220324158611929,0
1866220318336880709,0
1866220284258517280,1
1866220229673554328,1
1866220222363160645,0
1866220206604866041,0
1866220205539520971,0
1866220191333695899,1
1866220160228655365,0
1866220129916469654,0
1866220123507314972,0
1866220122735521955,0
1866220118369349670,0
1866220103513330033,0
1866220093308596345,1
1866220088921067713,0
1866220088992367102,0
1866220079072837897,0
1866220075415388347,0
1866220065332343098,1
1866220055207563757,0
1866220049339478245,0
1866220043144745141,0
1866220030989308021,0
1866220020734545966,1
1866219999112880337,0
1866219990052962661,0
1866219980133376399,0
1866219954833633483,0
1866219949024322041,0
1866219927222546658,0
1866219923502186761,0
1866219919735464344,0
1866219894393500064,0
1866219895534325833,0
1866219897094869490,0
1866219857936888251,1
1866219855843914238,0
1866219834167406977,1
1866219825371971980,0
1866219821907742923,0
1866219801577955786,0
1866219786629198261,0
1866219783236059407,0
1866219783110402105,1
1866219771882013116,0
1866219762943922462,0
1866219750809895232,0
1866219733525332247,0
1866219705012265439,0
1866219698284527626,-1
1866219685236396105,1
1866219670732255472,0
1866219647890341993,0
1866219624225784187,0
1866219623139405852,-1
1866219567199998025,-1
1866219559755378840,0
1866219554528969180,0
1866219556294856809,0
1866219552423526418,0
1866219529769992525,-1
1866219525181473050,0
1866219517468168612,0
1866219520186064945,0
1866219513840116146,0
1866219499743039622,0
1866219498220703868,0
1866219494768595272,1
1866219468726350190,0
1866219469330174194,0
1866219449281286177,-1
1866219408768594142,0
1866219406239596956,-1
1866219389516669184,-1
1866219376791470339,0
1866219373272113529,0
1866219371833499906,0
1866219329626460212,1
1866219319278833741,0
1866219321518616689,1
1866219259082219650,1
1866219232154783844,1
1866219233480159525,0
1866219202266411057,0
1866219160012788161,0
1866219123849486656,0
1866219122583032179,0
1866219123895939440,0
1866219112818499886,0
1866219113149784428,1
1866219090727104632,0
1866219084569841668,0
1866219084440076355,0
1866219072590938498,0
1866219052441452869,0
1866219037006471476,0
1866219022674514391,1
1866218986926486008,0
1866218943825805528,-1
1866218927325610020,0
1866218864213688333,0
1866218858584912113,1
1866218855879573659,0
1866218817636176366,0
1866218785503408609,0
1866218769510535306,1
1866218758873681939,0
1866218717979263068,0
1866218684131541063,0
1866218611272003645,1
1866218604678857061,1
1866218593274442080,0
1866218570075533535,0
1866218567768687021,0
1866218529764331820,-1
1866218530498109933,1
1866218525712363633,0
1866218507077087368,0
1866218503008919804,0
1866218486134964542,0
1866218482569732570,0
1866218472285294727,0
1866218466036064549,0
1866218454727950398,0
1866218436944101601,-1
1866218417990074475,-1
1866218415524077918,0
1866218409475936693,0
1866218371228045426,0
1866218330140639710,0
1866218316974408044,0
1866218289707286733,1
1866218282971259315,1
1866218275022962732,0
1866218272921637278,0
1866218262301643161,0
1866218255783739633,1
1866218250897699164,0
1866218223944794623,0
1866218209738948801,0
1866218204856504480,0
1866218159054659904,0
1866218153908609498,0
